Booking_Lead_Time,Fare_Class,Seats_Available,Seats_Booked,Competitor_Price,Fuel_Price,Public_Holiday,Weather_Impact
343,1,310,229,511,2.53,0,0
210,1,153,149,692,0.91,0,0
154,0,205,170,1212,2.29,0,3
307,1,233,178,499,2.84,0,2
40,1,147,120,77,0.57,0,1
14,1,270,153,94,2.98,0,1
154,1,120,74,69,2.91,0,0
160,2,161,148,972,2.12,0,0
86,0,199,163,1012,2.13,0,0
21,1,367,89,405,3.03,0,0
192,0,286,239,138,2.03,1,0
258,2,209,115,246,2.28,1,0
83,1,391,178,578,0.7,0,2
178,1,275,105,666,3.05,0,0
174,1,109,86,156,2.88,0,0
337,1,132,64,564,1.47,0,2
60,1,284,220,112,1.69,0,3
281,1,350,260,867,2.66,0,0
243,1,128,95,822,1.87,1,0
33,2,197,139,1143,3.31,1,2
287,2,161,68,644,2.1,0,0
176,0,274,64,1096,3.31,1,0
349,2,205,82,717,1.05,1,0
258,2,273,124,751,2.93,0,2
91,1,218,69,1263,0.74,0,2
96,1,348,101,169,1.06,1,1
113,1,296,74,554,1.88,0,0
112,0,225,195,672,1.08,0,0
142,0,234,128,361,1.73,0,3
238,1,281,199,963,0.79,0,0
156,1,387,271,1057,2.77,0,3
61,1,143,67,584,2.08,0,0
31,1,272,237,766,2.64,1,2
121,0,209,173,391,0.54,0,0
324,1,398,375,687,2.09,1,0
257,1,241,83,769,0.64,0,1
284,0,329,153,780,3.05,1,0
166,1,149,90,285,2.17,0,0
282,1,257,252,541,1.1,0,0
324,1,360,74,806,1.11,0,0
313,1,168,160,804,1.16,0,0
124,1,233,112,667,0.65,1,0
146,1,376,212,157,2.7,0,0
305,1,108,78,195,1.5,0,2
222,1,226,164,285,2.91,0,0
119,1,103,78,62,2.29,0,0
45,1,215,106,176,2.83,0,0
235,0,144,51,425,1.82,0,1
153,1,249,103,140,2.86,0,0
22,1,367,314,521,1.24,0,0
184,1,236,183,304,2.48,0,0
20,1,351,258,974,3.06,0,2
222,1,100,97,787,2.1,1,0
173,1,257,95,1085,1.41,0,0
252,1,312,221,829,2.01,0,0
59,1,332,240,585,1.13,1,2
315,1,128,77,346,1.6,0,2
18,1,146,124,250,2.28,0,0
6,1,346,166,212,1.11,1,0
253,1,345,295,904,0.87,0,0
219,0,260,104,476,1.04,0,0
172,1,378,76,340,1.78,0,2
107,1,131,118,477,2.3,1,2
253,1,209,136,1120,0.85,0,3
298,2,398,318,725,2.24,0,3
101,1,197,173,1133,3.46,0,0
4,2,379,307,823,3.13,0,0
112,1,278,77,344,1.77,0,0
239,1,335,330,830,2.73,0,0
310,1,255,62,198,2.75,0,0
56,2,126,62,228,3.05,0,0
153,1,186,78,847,1.63,0,3
143,0,192,152,324,2.02,0,0
145,0,181,62,440,3.08,0,0
114,1,134,74,118,1.74,0,1
152,1,362,60,437,1.42,0,2
27,1,229,222,276,0.61,0,2
354,0,252,159,124,1.11,0,0
5,1,260,221,856,2.62,0,1
167,1,328,233,737,0.53,1,0
315,0,261,133,185,1.86,0,3
109,2,108,103,257,1.71,0,0
334,2,275,106,745,1.71,0,3
64,0,264,100,488,2.97,0,0
22,1,174,60,594,2.26,0,0
197,2,134,82,1133,2.26,0,2
16,1,102,81,324,0.58,0,3
235,1,269,193,436,0.52,1,0
56,1,328,173,802,1.41,0,2
358,0,325,120,909,2.28,0,0
262,1,101,86,513,2.58,0,0
334,1,263,174,348,3.45,1,3
287,2,278,212,1006,3.03,1,0
329,1,175,144,562,1.83,0,0
51,1,231,137,864,2.03,0,2
36,1,389,308,296,3.17,0,0
180,1,358,236,1097,2.0,0,3
145,0,321,152,319,2.97,0,0
35,2,205,121,754,2.04,0,0
359,1,254,154,859,3.14,0,2
74,1,133,71,712,1.92,0,0
241,1,298,273,207,2.34,0,2
25,1,293,127,1031,2.08,0,0
163,1,320,290,745,1.51,0,0
269,1,364,260,209,3.36,0,2
287,1,353,211,121,3.1,0,0
6,1,146,60,346,2.53,0,0
138,0,196,122,167,1.35,0,0
92,0,377,265,1056,2.99,0,0
110,2,288,82,229,1.16,0,3
1,0,224,88,-29,3.09,0,0
20,1,281,115,381,0.72,0,0
237,1,368,192,961,2.26,1,0
10,1,101,68,620,0.89,0,0
364,1,155,144,1025,1.84,0,0
181,1,208,171,1075,1.61,0,1
55,1,193,85,1050,2.07,0,0
77,1,133,112,1059,1.22,0,0
228,1,344,195,426,3.21,0,0
132,1,307,67,417,1.68,1,2
160,1,122,95,1194,2.37,0,0
124,0,289,152,402,1.79,0,0
330,1,365,70,548,2.45,1,0
198,0,213,107,827,2.48,1,0
43,1,324,274,213,1.91,0,0
167,1,352,243,855,1.47,0,0
10,1,363,200,560,1.43,0,3
337,1,214,68,858,3.43,0,2
93,0,103,52,1120,1.41,1,3
295,1,124,68,1000,3.31,0,0
265,0,126,78,98,1.9,1,0
233,1,241,97,1129,1.69,0,0
222,1,362,260,1080,1.55,1,0
298,0,191,182,150,2.36,0,0
50,1,338,222,1205,1.25,0,3
55,0,265,70,526,1.46,0,1
363,1,147,146,999,1.45,1,0
38,1,160,82,1179,1.39,0,0
7,1,131,116,682,2.2,1,0
336,1,294,279,387,2.02,0,0
187,2,212,174,921,3.18,0,0
225,1,158,57,381,1.24,0,3
6,1,251,196,720,1.62,1,2
26,1,110,86,1156,1.79,0,3
142,1,385,60,367,1.75,0,2
142,0,124,80,644,1.35,0,0
359,1,239,98,1158,3.32,0,2
344,1,199,104,662,3.21,0,0
300,0,265,51,644,1.12,1,2
364,1,298,175,749,1.18,0,2
77,1,194,68,763,1.2,0,0
24,0,325,215,879,2.72,0,2
206,1,335,326,1096,0.74,0,0
53,0,199,159,803,2.4,0,0
209,1,261,75,640,2.62,0,2
342,1,382,372,478,2.69,0,0
142,1,123,113,91,1.39,0,0
167,1,155,133,609,1.03,0,0
272,1,203,63,261,3.31,0,1
132,1,343,302,217,2.62,0,0
359,1,130,125,213,1.53,1,2
287,0,300,107,861,2.11,0,0
298,0,168,133,1049,2.71,0,0
182,0,271,169,220,0.68,1,0
16,1,190,145,784,1.87,0,0
131,1,334,145,584,2.14,0,0
57,0,360,350,497,0.59,1,0
54,1,222,112,426,2.8,1,0
40,1,327,71,543,1.68,0,2
333,0,113,76,1082,2.14,0,2
156,1,143,82,961,0.55,0,0
126,1,191,138,393,1.56,0,0
232,1,312,189,494,1.99,0,0
222,1,381,233,291,1.08,0,0
168,0,396,171,1065,2.95,0,0
45,1,215,81,791,2.33,1,3
313,2,202,143,752,2.63,0,0
319,1,348,52,773,1.83,0,0
37,1,179,105,341,2.81,0,2
24,1,137,89,732,2.51,0,0
346,1,261,63,975,1.15,0,0
204,2,287,267,619,1.89,1,1
83,1,122,74,1152,1.14,0,0
166,1,208,141,1058,2.15,0,3
42,0,234,134,543,2.05,0,0
284,2,103,94,495,3.1,0,0
43,2,335,254,724,3.43,1,2
355,1,211,95,366,2.63,0,0
305,1,294,160,280,2.94,0,0
310,0,185,57,194,0.96,1,0
192,1,386,164,1269,3.0,0,0
261,1,279,142,262,3.29,0,3
174,1,375,368,304,1.84,1,3
247,1,282,78,402,2.21,0,0
122,1,290,188,5,1.91,0,0
285,1,173,70,88,2.96,1,2
61,0,210,102,144,2.86,0,0
263,1,340,316,936,0.75,0,0
297,0,211,89,1166,3.0,1,1
327,1,184,133,820,0.77,0,2
101,1,118,112,856,2.8,0,0
16,1,129,111,203,0.55,0,3
132,1,144,70,284,0.95,0,0
118,1,287,152,955,2.14,0,0
221,1,277,190,257,2.18,0,2
236,0,311,293,552,0.92,0,0
123,1,348,236,1005,1.15,1,0
351,0,242,203,565,1.66,0,2
356,1,389,201,254,2.79,0,2
59,2,334,223,933,3.37,0,3
177,1,273,239,347,1.71,0,0
310,1,162,121,421,1.92,0,0
33,1,211,179,517,0.61,1,3
307,2,304,185,278,1.54,0,0
20,1,201,109,842,0.78,0,0
285,1,371,131,1130,1.31,0,0
97,1,158,105,302,2.84,0,0
356,1,254,243,809,3.19,0,0
239,1,143,86,751,3.18,0,0
147,0,308,56,343,2.05,1,0
67,1,274,92,721,0.58,1,0
46,2,102,68,751,0.82,0,0
167,2,265,115,857,1.83,1,0
185,1,286,254,941,1.81,0,0
303,1,357,325,1147,1.59,0,0
28,1,214,180,1031,2.2,0,0
195,1,221,118,1109,2.13,0,2
215,1,368,217,314,2.61,0,0
333,1,307,191,889,2.03,0,0
116,1,399,369,789,1.78,0,2
154,1,149,86,132,1.51,1,0
351,2,366,232,262,3.19,0,3
146,1,339,245,293,1.9,0,2
172,0,252,126,1158,2.86,1,0
254,2,251,239,451,2.03,0,0
174,1,269,167,1133,0.75,1,0
68,1,280,142,1077,1.82,0,2
296,1,267,73,325,3.32,0,3
204,1,355,111,57,0.99,0,0
120,1,136,82,92,1.32,0,3
192,1,327,134,336,2.25,0,2
321,1,280,238,1057,0.52,0,1
15,2,355,285,230,3.28,0,0
270,0,217,53,28,2.36,1,1
352,1,398,194,1037,1.21,0,1
28,1,148,62,857,0.68,0,2
248,0,380,74,984,0.94,0,0
333,1,231,182,1162,3.38,1,1
314,1,353,80,776,1.88,0,0
51,1,224,176,951,3.03,0,0
207,0,360,208,898,3.29,0,0
251,1,387,335,981,1.7,0,0
59,0,375,50,29,2.31,0,0
177,0,186,105,258,3.09,0,0
6,1,318,107,909,2.94,0,0
197,1,200,136,418,0.52,0,0
62,1,275,52,920,1.08,0,0
72,1,112,52,888,2.72,1,2
67,1,372,213,825,0.55,0,0
39,1,141,81,909,3.02,0,2
254,1,160,105,363,2.93,0,1
136,0,365,307,955,1.18,0,0
303,1,231,153,497,1.96,0,0
104,2,146,136,261,3.36,0,0
89,1,221,220,301,1.19,0,0
311,1,386,169,220,0.97,0,0
353,1,196,186,998,3.41,0,2
48,1,218,136,534,1.97,0,0
6,1,142,87,1028,1.36,0,0
66,1,287,139,861,2.51,0,1
192,1,131,63,12,0.65,0,0
314,1,147,132,924,0.83,0,3
60,1,145,136,1009,1.81,0,0
239,1,240,220,425,1.92,1,0
116,1,385,72,723,2.04,1,0
239,1,228,214,459,3.2,0,0
91,1,153,54,638,3.3,0,2
106,0,318,248,509,1.05,1,0
93,1,253,180,659,1.94,0,3
131,0,239,83,169,1.91,0,0
281,1,366,193,41,2.43,0,0
237,1,167,108,939,0.55,0,0
300,1,338,155,1016,0.77,0,0
298,0,352,258,722,2.65,1,0
19,1,303,100,703,1.31,0,0
57,1,321,319,882,0.56,0,1
31,1,169,158,606,1.11,0,2
88,1,385,222,1163,1.75,0,0
356,1,234,174,231,1.48,0,0
357,1,379,207,16,2.37,0,0
124,1,212,176,1211,1.45,0,0
6,0,260,196,353,2.76,0,0
360,0,163,140,338,1.73,0,0
8,0,329,155,476,1.97,0,2
321,2,376,259,761,2.69,0,0
117,1,311,60,1064,0.5,0,0
146,1,262,208,316,1.69,0,0
28,1,153,105,1212,0.99,0,1
183,1,166,153,485,3.44,0,0
32,0,253,67,186,1.76,0,0
261,1,321,211,1015,0.98,1,0
136,2,167,139,701,2.29,0,0
309,1,162,103,472,1.13,0,0
324,2,290,251,156,3.43,0,0
288,1,297,184,785,2.6,0,1
102,1,271,266,308,0.88,1,2
147,2,172,123,118,0.51,0,3
320,0,144,50,648,2.58,0,0
49,1,172,82,710,3.24,1,0
20,2,378,197,708,1.13,0,0
270,1,331,122,834,1.45,0,3
135,1,122,106,1071,1.88,0,0
129,0,173,60,246,1.24,0,0
351,1,218,75,1230,3.05,0,0
8,1,240,150,138,2.94,0,0
183,1,109,101,704,2.85,0,0
134,1,116,51,160,3.22,0,0
325,1,358,74,614,0.83,0,0
95,1,389,268,106,1.87,0,0
291,1,337,327,850,1.36,0,0
107,1,375,262,978,1.47,0,0
116,1,126,110,111,3.28,0,1
65,1,325,113,1012,2.8,0,0
224,1,244,221,123,3.48,1,0
355,1,261,60,869,3.41,0,2
210,2,206,175,255,3.46,1,0
270,0,195,172,845,2.0,0,2
244,0,217,93,848,2.98,0,2
109,0,290,60,555,0.83,0,0
163,1,369,108,226,1.93,1,0
293,0,116,50,812,2.18,0,1
117,1,153,100,907,2.1,0,2
300,0,347,84,754,1.94,0,0
271,0,234,121,643,0.87,0,0
101,1,325,215,538,1.36,0,0
188,2,320,55,117,2.14,0,2
130,1,162,71,702,1.82,0,3
15,0,137,132,784,2.84,0,0
80,2,383,180,938,1.04,0,0
202,1,348,282,375,2.16,0,0
61,1,285,85,408,2.38,0,2
360,1,152,141,615,3.09,0,0
273,1,216,76,288,2.73,0,0
99,1,379,143,220,1.18,0,0
14,1,100,68,398,1.21,0,0
4,1,351,318,268,0.62,1,0
211,2,162,53,966,1.82,0,0
260,0,286,206,87,1.08,0,0
45,2,358,237,411,1.03,1,0
292,1,373,192,943,2.28,0,0
38,1,106,80,312,3.1,0,0
60,1,102,62,173,1.1,1,0
358,1,351,320,432,1.15,0,0
91,2,352,309,349,2.96,0,0
196,1,298,107,584,2.76,1,3
59,2,107,105,896,2.47,0,0
67,1,373,115,301,1.34,0,0
32,1,351,164,709,2.39,0,0
160,0,218,63,286,1.02,0,0
213,1,180,82,1136,2.3,1,2
302,1,367,239,56,2.31,0,0
132,1,352,76,385,0.98,0,0
117,1,321,231,330,0.71,1,0
43,1,173,53,630,1.6,0,0
118,1,214,55,840,1.63,0,0
74,0,248,237,383,3.07,0,0
55,0,116,74,178,3.33,1,0
26,1,331,63,355,1.56,0,0
207,1,305,130,203,3.04,1,0
87,1,354,135,1102,2.02,0,0
353,1,253,166,92,1.49,0,0
151,1,239,178,102,2.47,0,0
262,2,274,110,1066,2.06,0,0
16,0,105,74,309,2.45,0,0
68,1,352,250,533,2.48,0,2
64,0,224,196,718,1.44,1,0
113,1,241,186,596,0.76,0,3
66,1,234,64,702,1.86,0,0
68,1,208,200,176,1.1,0,0
252,1,202,174,858,2.11,0,0
232,1,310,79,150,3.17,0,0
278,2,135,50,268,0.84,0,0
309,1,173,163,1088,2.89,0,3
133,1,280,102,133,2.49,0,0
47,2,392,137,343,2.03,0,0
25,0,303,82,781,2.41,0,0
219,1,175,132,433,1.24,0,0
179,1,382,131,733,2.59,0,0
49,1,337,91,858,3.38,0,2
176,0,167,120,703,3.37,0,0
155,1,343,122,303,0.81,0,0
153,1,106,105,841,0.84,0,0
230,1,299,148,467,0.69,0,0
334,2,336,121,654,1.67,0,0
259,0,224,214,1270,2.0,0,0
283,1,261,164,902,1.48,1,0
122,2,210,124,196,1.11,0,0
64,1,166,78,122,2.1,0,0
81,0,374,321,1096,3.45,0,2
196,1,116,85,401,0.73,1,0
281,2,348,246,697,0.53,0,0
64,1,324,276,486,1.49,0,0
332,2,227,63,589,2.66,0,0
114,1,343,315,70,2.72,0,0
141,1,186,157,1140,0.9,0,0
132,1,296,179,402,1.58,0,0
81,2,169,147,296,3.38,0,0
312,1,199,172,236,2.26,0,2
100,1,139,80,322,2.07,0,0
154,1,223,160,384,0.71,0,0
139,1,201,194,514,3.26,0,0
201,1,375,239,980,2.13,0,2
61,1,382,69,1171,1.31,0,0
157,0,303,65,931,2.72,0,1
254,1,358,123,969,3.49,1,0
153,0,151,128,1192,1.78,0,0
320,1,388,156,143,2.07,1,0
103,0,137,130,603,2.36,1,0
55,1,137,128,727,2.04,0,0
30,0,113,73,-28,0.79,0,0
174,1,344,299,368,1.0,0,0
245,1,307,245,990,0.53,0,0
314,1,250,192,1123,0.86,0,0
362,0,313,251,1094,1.59,0,1
163,2,119,53,674,2.89,0,0
84,1,373,349,895,3.03,0,0
26,1,108,51,964,2.59,0,0
101,1,352,77,608,1.62,1,0
25,1,137,61,432,0.82,1,3
294,1,370,68,926,3.27,1,2
71,0,341,309,172,2.58,0,0
223,2,342,264,297,1.65,0,0
177,2,105,81,1050,2.61,0,0
247,2,361,61,882,2.69,0,0
9,1,199,145,547,3.31,0,2
328,1,354,53,284,0.75,1,0
321,0,342,245,541,2.75,0,0
333,1,272,266,444,1.39,0,2
160,0,359,160,682,2.58,1,0
152,1,275,167,306,2.36,0,2
293,2,160,77,929,2.7,1,0
239,1,270,166,195,1.76,0,0
9,1,182,71,616,0.55,0,0
243,1,190,57,314,3.24,0,0
20,1,362,129,1165,2.76,0,2
231,1,111,71,134,1.13,0,1
28,2,259,71,719,3.05,0,0
260,1,294,191,206,2.84,1,0
290,1,320,230,176,2.31,0,3
63,0,105,79,509,0.78,0,2
146,0,157,123,720,2.21,0,0
325,2,337,58,225,0.75,0,0
362,1,331,218,675,2.61,0,1
182,1,380,62,1134,1.13,1,0
174,1,216,69,69,3.32,0,2
307,2,366,188,740,2.39,0,0
142,0,115,108,979,1.72,0,0
62,1,318,203,826,2.09,0,0
90,1,255,228,723,1.71,0,1
252,0,108,78,1042,1.01,0,0
50,1,280,119,525,2.05,0,0
221,1,346,232,538,1.77,0,2
45,1,268,257,828,2.36,0,0
100,1,243,152,129,1.69,0,0
201,1,260,184,399,2.47,0,2
316,0,261,254,389,1.39,0,0
55,1,341,334,1130,2.09,0,0
201,0,167,162,1154,1.56,0,0
305,1,362,221,1125,2.21,0,0
362,1,197,55,793,1.7,0,0
51,1,265,66,182,3.15,0,0
213,1,269,96,270,1.52,0,0
173,1,367,247,706,3.43,0,0
40,0,275,255,101,2.15,0,0
277,1,279,249,1148,1.81,0,0
198,2,246,111,784,1.9,0,0
23,1,209,150,1008,3.4,0,0
314,2,275,236,448,1.36,0,2
142,1,135,69,254,2.9,1,0
126,1,108,63,848,2.52,0,0
113,1,254,203,860,2.08,0,0
141,1,176,137,125,2.82,0,0
311,1,350,244,195,2.69,1,1
86,1,235,187,144,0.92,0,2
334,1,289,84,1078,0.88,0,0
198,0,284,136,59,0.5,0,0
343,1,293,73,794,2.92,0,2
128,1,247,230,164,2.85,0,0
316,1,293,191,206,2.7,0,0
2,1,273,265,271,2.09,0,0
346,0,284,281,251,3.23,0,0
174,2,168,129,632,3.09,0,0
8,1,230,224,1096,2.51,0,0
351,0,393,335,205,1.18,0,0
73,1,142,106,566,3.24,0,0
217,1,143,85,531,3.27,0,0
215,1,227,101,406,2.35,0,1
269,1,232,109,995,1.41,0,0
248,2,145,106,881,2.58,0,0
197,2,345,260,167,0.85,1,0
213,1,281,82,666,0.86,0,0
13,1,333,146,339,0.54,0,0
286,1,235,208,558,3.07,1,1
151,1,367,277,121,3.3,0,0
271,1,284,212,667,2.55,0,0
107,1,209,158,347,1.19,0,0
82,2,395,96,1045,1.67,0,0
64,1,313,198,972,2.07,0,0
101,1,263,171,724,3.16,0,0
290,0,249,62,82,1.29,0,0
225,0,297,200,898,1.96,0,1
127,1,291,205,130,2.31,0,0
170,1,213,69,328,1.17,0,3
256,1,374,102,555,2.08,0,0
114,0,252,64,609,1.41,1,0
171,1,282,175,127,3.21,0,2
172,1,362,62,864,2.61,0,2
286,0,179,115,809,3.06,0,2
269,1,302,220,408,1.56,0,0
231,2,157,89,370,3.3,0,2
337,1,206,159,186,0.52,1,0
162,1,376,258,454,2.13,1,2
325,0,364,196,445,3.01,0,0
339,1,391,265,80,1.0,0,0
345,1,210,202,334,2.08,0,0
180,1,202,134,425,1.27,0,0
306,1,308,63,882,1.08,0,0
244,0,137,67,1181,0.88,0,0
335,1,193,126,668,3.18,0,0
163,1,302,125,711,2.76,0,0
294,1,187,163,1196,2.64,0,3
320,1,134,70,396,1.79,0,2
23,1,125,74,256,0.73,0,0
46,1,396,376,26,3.16,0,3
157,1,100,62,1070,1.52,0,0
138,2,306,209,333,1.73,0,0
176,0,262,207,911,2.89,0,0
4,0,255,236,378,3.45,0,3
29,1,361,156,937,3.05,0,3
267,0,346,144,1087,1.98,0,1
194,1,211,169,554,0.52,0,0
176,1,388,374,738,3.06,0,0
196,1,286,144,11,1.27,0,0
362,1,187,67,216,1.66,0,2
217,1,329,76,1046,1.08,0,0
91,1,163,57,677,3.01,0,1
156,0,134,120,335,2.29,0,1
306,1,195,96,887,2.57,0,0
160,1,310,121,1108,0.6,0,3
337,0,367,52,228,1.7,0,0
72,1,145,61,1165,2.41,0,2
5,1,358,186,1059,2.58,0,3
242,1,124,107,1042,2.28,1,0
126,1,251,121,1020,1.61,0,1
117,0,348,311,338,2.27,0,2
227,2,122,97,1164,0.57,0,0
215,1,153,119,893,2.32,0,0
97,1,357,150,914,3.4,1,0
177,1,372,350,1072,1.07,0,0
135,1,290,155,379,0.59,0,0
84,1,237,155,491,3.49,0,0
24,1,255,73,480,3.22,1,0
267,1,383,214,64,2.03,0,0
24,2,363,266,422,2.35,0,3
13,1,144,82,332,2.43,0,0
209,2,396,187,665,2.01,0,0
137,0,375,74,89,0.61,1,0
328,1,350,250,716,0.51,0,2
67,1,243,204,345,1.02,0,1
364,1,167,132,187,2.32,0,2
245,1,340,167,795,2.57,0,0
65,1,153,114,965,3.29,0,0
286,2,236,70,276,3.27,0,0
11,1,160,66,1114,3.41,0,0
117,1,172,140,163,1.46,1,0
258,2,277,71,1068,0.95,0,3
295,0,373,261,664,1.48,0,0
262,1,196,178,676,2.69,0,0
338,1,309,249,951,3.11,0,0
260,1,324,234,727,2.04,0,2
358,2,171,130,427,2.12,0,0
3,1,172,105,1245,2.26,0,0
7,1,236,109,1062,3.48,1,0
45,1,364,168,1097,3.04,0,2
146,0,297,271,214,1.22,0,3
273,1,264,97,398,0.76,0,3
226,1,192,178,52,2.5,0,2
291,1,234,66,929,2.93,0,0
250,1,361,222,150,1.33,0,2
320,2,108,79,551,0.52,0,0
28,0,364,167,154,2.53,0,2
121,0,179,71,929,2.32,0,0
343,1,271,199,1011,2.7,0,0
206,1,269,133,496,2.87,1,0
33,0,369,250,107,1.92,0,2
107,0,395,197,1100,3.37,0,0
215,1,392,160,191,2.19,0,2
93,1,168,150,820,3.22,1,0
236,1,358,73,231,2.69,0,2
361,1,157,58,772,1.26,1,0
209,1,284,94,454,2.16,0,0
291,1,123,65,127,2.45,0,2
102,1,350,239,1207,2.7,1,2
292,1,192,51,990,1.91,0,3
259,1,246,218,1001,1.14,0,0
190,2,129,88,1086,0.96,0,0
86,2,252,176,1166,2.93,0,0
250,1,120,73,115,0.61,0,2
137,2,188,77,98,3.15,0,0
245,1,270,116,1172,1.07,1,0
63,1,247,96,851,0.7,0,0
68,1,115,104,178,1.57,0,0
302,1,390,52,765,3.5,0,0
329,1,222,163,1091,1.35,0,3
268,1,379,51,299,1.08,0,1
322,1,151,72,162,1.66,0,0
142,1,346,79,62,2.74,0,0
268,1,294,101,1055,2.1,0,0
73,1,107,79,166,1.05,1,1
311,1,352,184,479,0.85,0,0
170,1,268,81,464,1.91,0,0
138,1,241,195,1088,2.54,0,1
110,1,150,92,213,1.92,0,2
219,1,314,262,924,1.94,0,2
57,1,330,154,194,2.81,0,0
328,2,262,72,47,2.26,0,0
133,1,105,61,1018,1.66,0,2
72,1,188,71,1113,1.68,0,0
326,0,177,79,776,0.56,0,0
354,1,241,185,431,1.13,0,2
289,1,235,87,85,2.05,1,0
6,1,334,288,804,1.92,0,0
67,1,332,302,964,1.16,0,0
24,1,100,76,340,3.47,0,2
301,1,156,154,669,0.92,0,0
271,1,123,56,1174,3.06,0,0
187,0,374,143,919,2.16,1,0
246,0,368,119,152,0.96,0,3
74,1,141,81,731,0.58,0,0
126,1,348,267,837,1.75,1,0
114,1,248,149,497,1.15,0,2
19,0,117,93,172,1.68,0,0
126,1,204,146,839,2.06,0,0
193,1,360,298,104,2.03,0,0
116,1,223,71,315,1.17,0,0
34,1,245,75,714,3.22,0,0
303,1,344,299,1171,2.87,0,2
187,1,277,210,527,1.68,0,2
164,1,128,117,684,1.19,0,0
16,1,135,82,1189,1.44,1,0
2,1,212,106,559,0.97,0,0
13,1,181,110,779,1.64,0,0
73,1,307,72,997,2.85,0,1
97,1,367,202,353,3.34,0,0
214,1,131,51,1287,2.84,0,2
193,1,130,54,495,0.56,1,2
187,1,157,111,1129,1.42,0,0
233,1,354,56,673,1.94,0,2
157,0,140,86,347,1.54,0,0
83,0,387,74,972,3.46,0,0
196,1,170,126,746,0.76,0,2
17,1,142,114,284,1.95,0,2
182,1,382,59,471,1.56,0,3
237,1,174,131,924,1.24,0,0
73,1,380,251,569,3.46,0,0
5,1,358,163,944,0.85,0,2
113,1,154,127,985,2.86,0,2
171,1,250,81,707,2.49,0,2
250,1,391,164,-21,2.86,0,0
154,0,216,82,382,0.86,0,2
126,1,246,245,-22,2.72,0,2
291,1,306,144,735,2.77,1,0
154,0,296,123,1278,3.17,0,0
315,0,388,53,89,3.16,0,0
219,1,248,66,1129,2.77,0,0
217,1,319,65,583,0.96,0,0
133,0,354,157,1255,2.32,1,0
354,1,218,155,1221,2.62,0,0
221,1,249,104,83,3.16,0,0
38,0,291,75,211,2.43,0,0
265,1,154,105,762,2.16,0,2
15,0,307,190,517,0.8,0,0
245,1,212,86,1097,2.68,0,2
13,0,180,138,296,2.08,0,0
275,1,105,66,483,1.51,1,0
120,1,305,57,221,2.45,0,0
252,1,146,96,763,1.12,0,0
46,1,343,294,672,1.56,0,0
187,1,166,158,772,1.9,0,0
123,1,164,137,1126,2.05,0,3
196,0,309,142,113,1.6,0,2
301,1,240,182,947,1.92,1,0
222,1,123,114,842,2.95,1,0
5,1,382,141,989,1.86,0,3
280,1,140,133,1183,1.24,0,0
94,1,278,127,183,2.97,0,0
281,1,242,181,457,2.84,0,0
162,1,141,131,1163,1.48,0,2
269,2,165,143,704,0.67,1,0
352,1,286,104,803,3.17,0,0
99,1,303,243,275,2.59,1,0
242,0,312,105,176,2.64,0,0
34,1,172,110,979,2.1,1,0
296,1,338,311,66,2.27,0,0
46,1,105,54,181,1.69,0,3
364,1,319,276,268,2.85,0,3
35,1,144,64,70,2.35,0,3
5,2,320,284,827,2.84,0,3
242,1,119,50,112,2.92,0,0
234,1,128,121,937,0.7,1,0
83,1,242,126,925,3.0,0,3
161,1,308,272,374,1.18,1,0
5,0,298,190,678,0.79,0,0
10,1,109,90,453,1.63,0,0
344,1,371,248,280,3.08,0,0
21,0,315,255,1225,2.41,0,2
274,1,341,122,85,3.49,0,0
152,1,257,171,557,2.63,0,0
158,2,379,276,203,2.85,0,0
228,1,297,103,140,3.22,1,0
263,2,137,109,265,0.78,1,0
292,1,393,361,679,0.6,0,0
171,1,361,215,1155,2.21,0,0
113,1,283,166,1014,2.82,0,0
76,1,396,151,146,0.62,0,0
303,1,199,166,407,3.0,1,0
19,1,126,122,1222,0.63,0,3
346,1,169,137,391,0.88,0,2
235,1,210,105,1020,2.43,0,0
105,1,252,111,955,3.05,1,0
97,1,317,169,1091,3.42,0,0
273,1,165,123,375,1.48,0,0
283,1,249,153,668,2.67,0,0
205,1,214,133,626,3.43,0,0
6,1,143,55,533,3.05,0,0
181,1,270,268,280,2.18,0,0
157,1,369,64,552,2.66,0,3
218,1,369,146,742,1.77,0,0
107,1,194,145,252,2.66,1,0
134,1,285,200,1154,2.01,0,0
172,1,158,149,292,0.63,0,2
191,0,267,77,158,3.28,0,0
216,1,359,240,828,1.44,0,0
98,1,168,118,25,2.88,0,0
354,1,137,99,660,1.63,0,2
128,1,346,296,998,1.34,0,0
171,1,301,295,875,3.46,0,0
161,1,364,91,556,0.95,1,0
321,1,214,165,529,1.12,0,2
124,1,344,134,1180,1.58,0,0
323,1,175,56,172,1.85,0,0
147,1,221,66,101,3.04,0,0
82,1,280,65,909,2.27,0,2
216,2,102,83,486,2.04,0,1
311,0,224,127,704,1.56,1,2
158,1,274,196,567,3.32,0,2
118,1,165,81,560,2.49,0,0
213,1,189,141,1005,0.87,0,2
186,1,167,162,477,2.38,0,0
37,1,252,196,1101,1.85,0,0
77,0,338,93,577,2.95,0,1
355,1,336,80,415,0.67,0,0
41,1,268,132,1086,1.24,0,0
339,2,262,131,1201,1.31,0,0
3,0,197,125,518,0.75,0,0
81,2,370,70,406,2.03,0,0
